Time,valveStuck.m_flow,valveStuck.m_flow_real,valveStuck.cmd,valveStuck.bias,valveStuck.lambda,valveStuck.dp,valveStuck.T_in,valveStuck.valve.opening
208,1.17097,0.936773,0.893333,0,0.01,303975,318.15,0.6
208.5,1.17097,0.936773,0.895,0,0.01,303975,318.15,0.6
209,1.17097,0.936773,0.896667,0,0.01,303975,318.15,0.6
209.5,1.17097,0.936773,0.898333,0,0.01,303975,318.15,0.6
210,1.17097,0.936773,0.9,0,0.01,303975,318.15,0.6
210.5,1.17097,0.936773,0.901667,0,0.01,303975,318.15,0.6
211,1.17097,0.936773,0.903333,0,0.01,303975,318.15,0.6
211.5,1.17097,0.936773,0.905,0,0.01,303975,318.15,0.6
212,1.17097,0.936773,0.906667,0,0.01,303975,318.15,0.6
212.5,1.17097,0.936773,0.908333,0,0.01,303975,318.15,0.6
213,1.17097,0.936773,0.91,0,0.01,303975,318.15,0.6
213.5,1.17097,0.936773,0.911667,0,0.01,303975,318.15,0.6
214,1.17097,0.936773,0.913333,0,0.01,303975,318.15,0.6
214.5,1.17097,0.936773,0.915,0,0.01,303975,318.15,0.6
215,1.17097,0.936773,0.916667,0,0.01,303975,318.15,0.6
215.5,1.17097,0.936773,0.918333,0,0.01,303975,318.15,0.6
216,1.17097,0.936773,0.92,0,0.01,303975,318.15,0.6
216.5,1.17097,0.936773,0.921667,0,0.01,303975,318.15,0.6
217,1.17097,0.936773,0.923333,0,0.01,303975,318.15,0.6
217.5,1.17097,0.936773,0.925,0,0.01,303975,318.15,0.6
218,1.17097,0.936773,0.926667,0,0.01,303975,318.15,0.6
218.5,1.17097,0.936773,0.928333,0,0.01,303975,318.15,0.6
219,1.17097,0.936773,0.93,0,0.01,303975,318.15,0.6
219.5,1.17097,0.936773,0.931667,0,0.01,303975,318.15,0.6
220,1.17097,0.936773,0.933333,0,0.01,303975,318.15,0.6
220.5,1.17097,0.936773,0.935,0,0.01,303975,318.15,0.6
221,1.17097,0.936773,0.936667,0,0.01,303975,318.15,0.6
221.5,1.17097,0.936773,0.938333,0,0.01,303975,318.15,0.6
222,1.17097,0.936773,0.94,0,0.01,303975,318.15,0.6
222.5,1.17097,0.936773,0.941667,0,0.01,303975,318.15,0.6
223,1.17097,0.936773,0.943333,0,0.01,303975,318.15,0.6
223.5,1.17097,0.936773,0.945,0,0.01,303975,318.15,0.6
224,1.17097,0.936773,0.946667,0,0.01,303975,318.15,0.6
224.5,1.17097,0.936773,0.948333,0,0.01,303975,318.15,0.6
225,1.17097,0.936773,0.95,0,0.01,303975,318.15,0.6
225.5,1.17097,0.936773,0.951667,0,0.01,303975,318.15,0.6
226,1.17097,0.936773,0.953333,0,0.01,303975,318.15,0.6
226.5,1.17097,0.936773,0.955,0,0.01,303975,318.15,0.6
227,1.17097,0.936773,0.956667,0,0.01,303975,318.15,0.6
227.5,1.17097,0.936773,0.958333,0,0.01,303975,318.15,0.6
228,1.17097,0.936773,0.96,0,0.01,303975,318.15,0.6
228.5,1.17097,0.936773,0.961667,0,0.01,303975,318.15,0.6
229,1.17097,0.936773,0.963333,0,0.01,303975,318.15,0.6
229.5,1.17097,0.936773,0.965,0,0.01,303975,318.15,0.6
230,1.17097,0.936773,0.966667,0,0.01,303975,318.15,0.6
230.5,1.17097,0.936773,0.968333,0,0.01,303975,318.15,0.6
231,1.17097,0.936773,0.97,0,0.01,303975,318.15,0.6
231.5,1.17097,0.936773,0.971667,0,0.01,303975,318.15,0.6
232,1.17097,0.936773,0.973333,0,0.01,303975,318.15,0.6
232.5,1.17097,0.936773,0.975,0,0.01,303975,318.15,0.6
233,1.17097,0.936773,0.976667,0,0.01,303975,318.15,0.6
233.5,1.17097,0.936773,0.978333,0,0.01,303975,318.15,0.6
234,1.17097,0.936773,0.98,0,0.01,303975,318.15,0.6
234.5,1.17097,0.936773,0.981667,0,0.01,303975,318.15,0.6
235,1.17097,0.936773,0.983333,0,0.01,303975,318.15,0.6
235.5,1.17097,0.936773,0.985,0,0.01,303975,318.15,0.6
236,1.17097,0.936773,0.986667,0,0.01,303975,318.15,0.6
236.5,1.17097,0.936773,0.988333,0,0.01,303975,318.15,0.6
237,1.17097,0.936773,0.99,0,0.01,303975,318.15,0.6
237.5,1.17097,0.936773,0.991667,0,0.01,303975,318.15,0.6
238,1.17097,0.936773,0.993333,0,0.01,303975,318.15,0.6
238.5,1.17097,0.936773,0.995,0,0.01,303975,318.15,0.6
239,1.17097,0.936773,0.996667,0,0.01,303975,318.15,0.6
239.5,1.17097,0.936773,0.998333,0,0.01,303975,318.15,0.6
240,1.17097,0.936773,1,0,0.01,303975,318.15,0.6
240.5,1.17097,0.936773,1.00167,0,0.01,303975,318.15,0.6
241,1.17097,0.936773,1.00333,0,0.01,303975,318.15,0.6
241.5,1.17097,0.936773,1.005,0,0.01,303975,318.15,0.6
242,1.17097,0.936773,1.00667,0,0.01,303975,318.15,0.6
242.5,1.17097,0.936773,1.00833,0,0.01,303975,318.15,0.6
243,1.17097,0.936773,1.01,0,0.01,303975,318.15,0.6
243.5,1.17097,0.936773,1.01167,0,0.01,303975,318.15,0.6
244,1.17097,0.936773,1.01333,0,0.01,303975,318.15,0.6
244.5,1.17097,0.936773,1.015,0,0.01,303975,318.15,0.6
245,1.17097,0.936773,1.01667,0,0.01,303975,318.15,0.6
245.5,1.17097,0.936773,1.01833,0,0.01,303975,318.15,0.6
246,1.17097,0.936773,1.02,0,0.01,303975,318.15,0.6
246.5,1.17097,0.936773,1.02167,0,0.01,303975,318.15,0.6
247,1.17097,0.936773,1.02333,0,0.01,303975,318.15,0.6
247.5,1.17097,0.936773,1.025,0,0.01,303975,318.15,0.6
248,1.17097,0.936773,1.02667,0,0.01,303975,318.15,0.6
248.5,1.17097,0.936773,1.02833,0,0.01,303975,318.15,0.6
249,1.17097,0.936773,1.03,0,0.01,303975,318.15,0.6
249.5,1.17097,0.936773,1.03167,0,0.01,303975,318.15,0.6
250,1.17097,0.936773,1.03333,0,0.01,303975,318.15,0.6
